1272.909,0.014,1273.154,0.064,-0.001,0.018,0.017,0,0,0,44.983,1
1272.909,0.014,1273.154,0.064,-0.001,0.018,0.017,0,0,0,44.983,2
1272.901,0.012,1273.14,0.057,-0.01,0.019,0.017,0,0,0,44.983,3
1272.901,0.012,1273.14,0.057,-0.01,0.019,0.017,0,0,0,44.983,4
1272.82,0.01,1273.12,0.047,0.001,0.019,0.017,0,0,0,44.974,5
1272.82,0.01,1273.12,0.047,0.001,0.019,0.017,0,0,0,44.974,6
1272.815,0.008,1273.1,0.038,-0.002,0.018,0.017,0,0,0,44.977,7
1272.815,0.008,1273.1,0.038,-0.002,0.018,0.017,0,0,0,44.977,8
1272.815,0.006,1273.081,0.029,0.004,0.02,0.017,0,0,0,44.989,9
1272.815,0.006,1273.081,0.029,0.004,0.02,0.017,0,0,0,44.989,10
1272.806,0.004,1273.062,0.021,-0.007,0.018,0.018,0,0,0,44.995,11
1272.806,0.004,1273.062,0.021,-0.007,0.018,0.018,0,0,0,44.995,12
1272.815,0.002,1273.045,0.013,-0.001,0.019,0.017,0,0,0,44.995,13
1272.815,0.002,1273.045,0.013,-0.001,0.019,0.017,0,0,0,44.995,14
1272.909,0.002,1273.036,0.01,0,0.019,0.017,0,0,0,44.983,15
1272.909,0.002,1273.036,0.01,0,0.019,0.017,0,0,0,44.983,16
1272.909,0.001,1273.029,0.007,-0.002,0.017,0.017,0,0,0,44.992,17
1272.909,0.001,1273.029,0.007,-0.002,0.017,0.017,0,0,0,44.992,18
1272.904,0.001,1273.021,0.004,0.001,0.02,0.017,0,0,0,44.989,19
1272.904,0.001,1273.021,0.004,0.001,0.02,0.017,0,0,0,44.989,20
1272.961,0.001,1273.018,0.003,-0.007,0.018,0.017,0,0,0,44.995,21
1272.961,0.001,1273.018,0.003,-0.007,0.018,0.017,0,0,0,44.995,22
1272.953,0.001,1273.015,0.003,0.004,0.02,0.018,0,0,0,44.989,23
1272.953,0.001,1273.015,0.003,0.004,0.02,0.018,0,0,0,44.989,24
1272.953,0.001,1273.012,0.002,-0.002,0.018,0.017,0,0,0,44.992,25
1272.953,0.001,1273.012,0.002,-0.002,0.018,0.017,0,0,0,44.992,26
1273.019,0.002,1273.015,0.004,0.001,0.02,0.017,0,0,0,44.998,27
1273.019,0.002,1273.015,0.004,0.001,0.02,0.017,0,0,0,44.998,28
1273.016,0.003,1273.018,0.006,-0.002,0.019,0.017,0,0,0,44.986,29
1273.016,0.003,1273.018,0.006,-0.002,0.019,0.017,0,0,0,44.986,30
1273.016,0.003,1273.018,0.006,-0.002,0.019,0.017,0,0,0,44.986,31
1272.974,0.003,1273.017,0.007,0.001,0.017,0.016,0,0,0,45.001,32
1272.974,0.003,1273.017,0.007,0.001,0.017,0.016,0,0,0,45.001,33
1272.974,0.003,1273.016,0.007,0.001,0.021,0.017,0,0,0,44.989,34
1272.974,0.003,1273.016,0.007,0.001,0.021,0.017,0,0,0,44.989,35
1272.96,0.003,1273.014,0.007,-0.01,0.018,0.018,0,0,0,44.995,36
1272.96,0.003,1273.014,0.007,-0.01,0.018,0.018,0,0,0,44.995,37
1272.932,0.003,1273.01,0.006,-0.001,0.02,0.017,0,0,0,44.986,38
1272.932,0.003,1273.01,0.006,-0.001,0.02,0.017,0,0,0,44.986,39
1272.938,0.003,1273.006,0.005,-0.001,0.019,0.017,0,0,0,44.998,40
1272.938,0.003,1273.006,0.005,-0.001,0.019,0.017,0,0,0,44.998,41
1272.999,0.004,1273.008,0.007,-0.004,0.018,0.017,0,0,0,44.995,42
1272.999,0.004,1273.008,0.007,-0.004,0.018,0.017,0,0,0,44.995,43
1272.999,0.005,1273.01,0.009,0.001,0.02,0.017,0,0,0,44.995,44
1272.999,0.005,1273.01,0.009,0.001,0.02,0.017,0,0,0,44.995,45
1272.995,0.005,1273.012,0.01,-0.013,0.017,0.018,0,0,0,45.001,46
1272.995,0.005,1273.012,0.01,-0.013,0.017,0.018,0,0,0,45.001,47
1272.991,0.006,1273.013,0.012,0.002,0.02,0.017,0,0,0,45.004,48
1272.991,0.006,1273.013,0.012,0.002,0.02,0.017,0,0,0,45.004,49
1272.98,0.006,1273.014,0.013,0.001,0.019,0.017,0,0,0,45.006,50
1272.98,0.006,1273.014,0.013,0.001,0.019,0.017,0,0,0,45.006,51
1272.98,0.006,1273.014,0.014,0.001,0.018,0.017,0,0,0,45.006,52
1272.98,0.006,1273.014,0.014,0.001,0.018,0.017,0,0,0,45.006,53
1273.027,0.007,1273.019,0.017,0.007,0.021,0.017,0,0,0,45.004,54
1273.027,0.007,1273.019,0.017,0.007,0.021,0.017,0,0,0,45.004,55
1273.027,0.007,1273.019,0.017,0.007,0.021,0.017,0,0,0,45.004,56
1273.024,0.008,1273.023,0.019,-0.018,0.018,0.017,0,0,0,45.012,57
1273.024,0.008,1273.023,0.019,-0.018,0.018,0.017,0,0,0,45.012,58
1273.071,0.009,1273.031,0.024,0.008,0.019,0.017,0,0,0,45.004,59
1273.071,0.009,1273.031,0.024,0.008,0.019,0.017,0,0,0,45.004,60
1273.071,0.01,1273.039,0.028,0.005,0.018,0.017,0,0,0,45.006,61
1273.071,0.01,1273.039,0.028,0.005,0.018,0.017,0,0,0,45.006,62
