time_log,id,ax,ay,az,gx,gy,gz,AGL,altitude,velocity,pressure,latitude,longitude,time,state
2023-08-01-15:50:32,369,0.17,0.38,10.82,-0.09,-0.01,-0.02,20.05,1460.05,0,84976,-1.105939333,36.97589717,20230601,0
2023-08-01-15:50:33,370,-0.41,0.88,12.42,-0.03,0.12,-0.03,20.34,1460.34,0,84973,-1.105939333,36.97589717,20230601,0
2023-08-01-15:50:33,371,-0.35,0.34,11.66,-0.09,0.13,-0.02,20.05,1460.05,0,84973,-1.1059395,36.9759015,12502800,0
2023-08-01-15:50:33,372,-0.58,0.44,12.77,-0.03,0.05,-0.02,20.34,1460.34,0,84976,-1.1059395,36.9759015,20230601,0
2023-08-01-15:50:33,373,0.15,0.19,12.53,-0.04,0.02,-0.02,20.62,1460.62,0,84972,-1.1059395,36.9759015,20230601,0
2023-08-01-15:50:33,374,-0.17,0.09,12.27,-0.17,-0.05,-0.03,20.82,1460.82,0.01,84974,-1.1059395,36.9759015,20230601,0
2023-08-01-15:50:33,375,0.24,0.6,11.58,-0.06,-0.02,-0.06,21.1,1461.1,0,84963,-1.1059395,36.9759015,20230601,0
2023-08-01-15:50:34,376,-0.02,0.32,11.88,-0.03,-0.06,-0.02,22.16,1462.16,0,84958,-1.105939333,36.9759,12502900,0
2023-08-01-15:50:34,377,0.26,0.43,11.26,0,-0.05,-0.04,22.54,1462.54,0,84956,-1.105939333,36.9759,12502900,0
2023-08-01-15:50:34,378,-0.06,0.62,11.55,-0.02,-0.09,-0.06,21.58,1461.58,-0.01,84951,-1.105939333,36.9759,20230601,0
2023-08-01-15:50:34,379,0.29,0.39,10.85,-0.02,-0.06,-0.04,22.26,1462.26,0,84951,-1.105939333,36.9759,20230601,0
2023-08-01-15:50:34,380,0.07,0.19,11.2,-0.05,-0.05,-0.02,22.93,1462.93,0.01,84946,-1.105939333,36.9759,20230601,0
2023-08-01-15:50:35,381,0.22,0.6,11.37,0.01,-0.01,-0.03,22.54,1462.54,0,84941,-1.105931667,36.9759075,12503000,0
2023-08-01-15:50:35,382,-0.02,0.51,11.5,-0.01,0.03,-0.04,23.6,1463.6,0,84939,-1.105931667,36.9759075,12503000,0
2023-08-01-15:50:35,383,0.51,0.46,11.47,-0.03,0.01,-0.03,23.22,1463.22,0,84940,-1.105931667,36.9759075,20230601,0
2023-08-01-15:50:35,384,0.38,0.13,11.39,-0.06,-0.03,0.01,24.27,1464.27,0.01,84938,-1.105931667,36.9759075,20230601,0
2023-08-01-15:50:35,385,0.68,0.89,11.35,0,-0.03,-0.03,24.08,1464.08,0.01,84929,-1.105931667,36.9759075,20230601,0
2023-08-01-15:50:36,386,0.47,0.42,10.37,-0.06,-0.17,-0.05,24.56,1464.56,0,84923,-1.105907833,36.97592767,12503100,0
2023-08-01-15:50:36,387,0.25,0.62,10.59,-0.07,-0.09,0,25.71,1465.71,0,84924,-1.105907833,36.97592767,12503100,0
2023-08-01-15:50:36,388,0.26,0.23,10.97,-0.03,0.06,-0.01,25.23,1465.23,0,84917,-1.105907833,36.97592767,20230601,0
2023-08-01-15:50:36,389,0.31,0.39,10.41,-0.02,0.09,-0.04,26,1466,0.01,84918,-1.105907833,36.97592767,20230601,0
2023-08-01-15:50:36,390,0.43,0.31,10.21,-0.03,-0.05,-0.03,26.87,1466.87,0.01,84911,-1.105907833,36.97592767,20230601,0
2023-08-01-15:50:37,391,0.4,0.32,10.68,-0.04,-0.05,-0.01,26.87,1466.87,0,84893,-1.105907833,36.97592767,20230601,0
2023-08-01-15:50:37,392,0.61,0.18,10.43,0,0.01,-0.03,28.5,1468.5,0.01,84895,-1.105907833,36.97592767,20230601,0
2023-08-01-15:50:37,393,1.18,0.43,10.74,-0.07,0.08,-0.03,33.69,1473.69,0.04,84878,-1.105872,36.97595167,12503200,0
2023-08-01-15:50:37,394,0.48,0.29,10.76,-0.08,0.11,-0.02,27.25,1467.25,-0.06,84886,-1.105872,36.97595167,20230601,0
2023-08-01-15:50:37,395,0.61,0.01,10.48,-0.08,0.03,-0.01,25.52,1465.52,-0.01,84913,-1.105872,36.97595167,20230601,0
2023-08-01-15:50:37,396,1.06,0.61,8.83,-0.11,0.06,-0.02,24.56,1464.56,-0.01,84924,-1.105872,36.97595167,20230601,0
2023-08-01-15:50:38,397,0.82,0.78,7.05,-0.03,0.13,-0.05,23.99,1463.99,0,84934,-1.105872,36.97595167,20230601,0
2023-08-01-15:50:38,398,0.66,0.35,7.79,-0.05,0.34,-0.07,25.91,1465.91,0.02,84925,-1.1058285,36.97598517,12503300,0
2023-08-01-15:50:38,399,0.32,0.03,8.25,-0.09,0.44,-0.06,25.14,1465.14,-0.01,84921,-1.1058285,36.97598517,20230601,0
2023-08-01-15:50:38,400,1.41,-0.47,12.26,-0.39,2.6,-0.33,26.67,1466.67,0,84905,-1.1058285,36.97598517,20230601,0
2023-08-01-15:50:39,401,3.14,1.64,13.21,0.04,0.46,-0.13,28.31,1468.31,0.01,84897,-1.1058285,36.97598517,20230601,0
2023-08-01-15:50:39,402,-1.06,0.31,11.78,0.11,0.01,0.02,29.17,1469.17,0.02,84889,-1.1058285,36.97598517,20230601,0
2023-08-01-15:50:39,403,-1.11,0.71,12.54,-0.06,0.23,0,28.5,1468.5,0,84886,-1.10578,36.97602167,12503400,0
2023-08-01-15:50:39,404,-0.64,0.5,12.5,-0.22,0.15,-0.07,28.31,1468.31,0,84890,-1.10578,36.97602167,12503400,0
2023-08-01-15:50:39,405,1.89,1.2,13.33,-0.17,-0.5,-0.04,28.98,1468.98,0.01,84883,-1.10578,36.97602167,20230601,0
2023-08-01-15:50:40,406,-0.17,0.65,11.83,-0.02,-0.93,0.02,29.65,1469.65,0.01,84880,-1.10578,36.97602167,20230601,0
2023-08-01-15:50:40,407,-1.02,0.49,11,0.07,-1.02,0.09,28.88,1468.88,-0.01,84885,-1.10578,36.97602167,20230601,0
2023-08-01-15:50:40,408,-1.47,0.31,10.36,0.16,-0.67,0.11,30.04,1470.04,0,84867,-1.10578,36.97602167,20230601,0
2023-08-01-15:50:40,409,-0.91,0.39,11.21,-0.13,0.27,0,30.61,1470.61,0.01,84871,-1.105725333,36.976064,12503500,0
2023-08-01-15:50:40,410,-0.48,0.23,10.93,-0.19,0.27,-0.03,30.9,1470.9,0.01,84868,-1.105725333,36.976064,20230601,0
2023-08-01-15:50:41,411,-0.69,0.47,14.02,0.06,0.17,0.02,30.52,1470.52,0.01,84864,-1.105725333,36.976064,20230601,0
2023-08-01-15:50:41,412,-0.39,0.94,13.7,0.08,-0.09,0.01,29.94,1469.94,0,84872,-1.105725333,36.976064,20230601,0
2023-08-01-15:50:41,413,-0.83,0.34,13.27,-0.16,-0.08,-0.02,30.23,1470.23,0,84863,-1.105667,36.9761115,12503600,0
2023-08-01-15:50:41,414,-0.43,0.29,12.27,-0.15,-0.08,-0.03,31,1471,0,84864,-1.105667,36.9761115,12503600,0
2023-08-01-15:50:41,415,-0.56,0.57,12.54,-0.01,-0.06,-0.04,31.67,1471.67,0.01,84857,-1.105667,36.9761115,20230601,0
2023-08-01-15:50:42,416,-0.51,0.25,11.84,-0.04,0.02,-0.04,32.34,1472.34,0.01,84856,-1.105667,36.9761115,20230601,0
2023-08-01-15:50:42,417,-0.63,0.43,11.63,-0.01,-0.05,-0.04,32.34,1472.34,0,84848,-1.105667,36.9761115,20230601,0
2023-08-01-15:50:42,418,-0.42,0.38,11.33,-0.05,-0.08,-0.03,32.92,1472.92,0,84840,-1.105608667,36.97614683,12503700,0
2023-08-01-15:50:42,419,-0.66,0.28,11.49,-0.07,-0.06,-0.04,33.31,1473.31,0.01,84834,-1.105608667,36.97614683,20230601,0
2023-08-01-15:50:42,420,-0.64,0.62,12.11,-0.05,-0.01,-0.03,34.75,1474.75,0.01,84838,-1.105608667,36.97614683,20230601,0
2023-08-01-15:50:42,421,-0.51,0.41,12.22,-0.02,-0.08,-0.01,34.94,1474.94,0,84815,-1.105608667,36.97614683,20230601,0
2023-08-01-15:50:43,422,-0.46,0.46,11.63,-0.04,-0.04,-0.04,35.71,1475.71,0,84815,-1.105608667,36.97614683,20230601,0
2023-08-01-15:50:43,423,-0.64,0.41,11.53,-0.08,0.02,-0.03,36.48,1476.48,0.01,84804,-1.105576833,36.976174,12503800,0
2023-08-01-15:50:43,424,-0.39,0.44,11.22,-0.08,0.06,-0.02,37.25,1477.25,0,84802,-1.105576833,36.976174,20230601,0
2023-08-01-15:50:43,425,-0.25,0.53,11.62,-0.07,0.08,-0.02,38.02,1478.02,0,84788,-1.105576833,36.976174,20230601,0
2023-08-01-15:50:43,426,-0.11,0.3,11.03,-0.02,0.03,-0.02,39.75,1479.75,0.01,84776,-1.105576833,36.976174,20230601,0
2023-08-01-15:50:44,427,-0.34,0.57,11.08,0,0.03,-0.03,39.94,1479.94,0,84769,-1.105576833,36.976174,20230601,0
2023-08-01-15:50:44,428,-0.42,0.31,10.99,-0.06,0.06,-0.02,41.48,1481.48,0.01,84761,-1.105576833,36.976174,20230601,0
2023-08-01-15:50:44,429,-0.28,0.32,10.9,-0.11,0.1,-0.04,41.58,1481.58,0.01,84750,-1.105562833,36.97618617,12503900,0
2023-08-01-15:50:44,430,-0.43,0.42,10.69,0.01,0.07,-0.02,42.15,1482.15,0,84746,-1.105562833,36.97618617,12503900,0
2023-08-01-15:50:44,431,-0.33,0.27,10.48,0.02,0.08,0,43.12,1483.12,0.01,84741,-1.105562833,36.97618617,20230601,0
2023-08-01-15:50:44,432,-0.15,0.3,10.56,-0.14,-0.05,-0.05,44.17,1484.17,0,84735,-1.105562833,36.97618617,20230601,0
2023-08-01-15:50:45,433,-0.24,0.33,10.79,-0.12,-0.08,-0.04,44.27,1484.27,0,84726,-1.105562833,36.97618617,20230601,0
2023-08-01-15:50:45,434,-0.23,0.23,11.09,-0.06,-0.05,-0.03,45.33,1485.33,0,84714,-1.105550833,36.976192,12504000,0
2023-08-01-15:50:45,435,-0.39,0.29,10.96,-0.01,-0.08,-0.03,46.2,1486.2,0,84706,-1.105550833,36.976192,12504000,0
2023-08-01-15:50:45,436,0.12,0.17,10.96,-0.04,-0.05,-0.02,47.45,1487.45,0,84696,-1.105550833,36.976192,20230601,0
2023-08-01-15:50:45,437,-0.17,0.25,10.5,-0.04,-0.08,-0.03,47.93,1487.93,0,84683,-1.105550833,36.976192,20230601,0
