time_log,id,ax,ay,az,gx,gy,gz,AGL,altitude,velocity,pressure,latitude,longitude,time,state
2023-08-01-15:50:46,438,-0.38,0.15,10.89,-0.05,-0.1,-0.03,49.18,1489.18,0.01,84676,-1.105550833,36.976192,20230601,0
2023-08-01-15:50:46,439,-0.28,0.26,10.71,-0.08,0.09,-0.02,49.95,1489.95,0.01,84668,-1.105542,36.97620167,12504100,0
2023-08-01-15:50:46,440,-0.04,0.09,10.38,-0.07,0,-0.03,50.53,1490.53,0,84659,-1.105542,36.97620167,12504100,0
2023-08-01-15:50:46,441,-0.58,0.07,10.74,-0.04,0.02,-0.01,51.49,1491.49,0.01,84648,-1.105542,36.97620167,20230601,0
2023-08-01-15:50:46,442,-0.51,0.16,11.24,-0.06,0.06,-0.02,52.36,1492.36,0,84644,-1.105542,36.97620167,20230601,0
2023-08-01-15:50:47,443,0.05,0.01,10.62,-0.07,0.06,-0.03,52.36,1492.36,0,84635,-1.105542,36.97620167,20230601,0
2023-08-01-15:50:47,444,-0.06,0,10.57,-0.09,0.04,-0.03,53.32,1493.32,0.01,84633,-1.105529,36.97621533,12504200,0
2023-08-01-15:50:47,445,0.14,0.26,10.5,-0.07,-0.06,-0.04,54.09,1494.09,0.01,84619,-1.105529,36.97621533,20230601,0
2023-08-01-15:50:47,446,0.12,0.1,10.66,-0.07,0.01,-0.02,54.96,1494.96,0.01,84618,-1.105529,36.97621533,20230601,0
2023-08-01-15:50:48,447,-0.16,0.03,10.61,-0.05,-0.04,-0.03,55.34,1495.34,0,84611,-1.105529,36.97621533,20230601,0
2023-08-01-15:50:48,448,-0.11,0.08,10.86,-0.03,-0.03,-0.02,56.79,1496.79,0.01,84599,-1.105510667,36.97623017,12504300,0
2023-08-01-15:50:48,449,-0.06,0.32,11,0,-0.05,-0.02,57.85,1497.85,0.01,84582,-1.105510667,36.97623017,12504300,0
2023-08-01-15:50:48,450,-0.11,0.07,10.44,-0.05,0.02,-0.02,57.85,1497.85,0,84577,-1.105510667,36.97623017,20230601,0
2023-08-01-15:50:48,451,-0.36,-0.09,10.82,-0.02,0.02,-0.01,58.52,1498.52,0,84584,-1.105510667,36.97623017,20230601,0
2023-08-01-15:50:48,452,-0.16,-0.23,9.9,0.04,-0.23,-0.03,57.85,1497.85,0,84576,-1.105510667,36.97623017,20230601,0
2023-08-01-15:50:49,453,-0.18,-0.27,9.55,-0.04,-0.21,-0.05,58.72,1498.72,0,84574,-1.105510667,36.97623017,20230601,0
2023-08-01-15:50:49,454,-0.05,-0.16,9.62,-0.02,-0.19,-0.06,59.58,1499.58,0,84570,-1.105510667,36.97623017,20230601,0
2023-08-01-15:50:49,455,0.68,-0.01,7.64,-0.06,-0.15,-0.06,58.62,1498.62,-0.01,84567,-1.105487833,36.97624733,12504400,0
2023-08-01-15:50:49,456,0.21,0.03,7.23,-0.05,-0.18,-0.05,59.49,1499.49,0,84556,-1.105487833,36.97624733,20230601,0
2023-08-01-15:50:49,457,0.1,-0.27,6.85,-0.08,0.01,-0.03,54.86,1494.86,-0.02,84601,-1.105487833,36.97624733,20230601,0
2023-08-01-15:50:50,458,-0.01,0.11,7.32,0.02,0.13,-0.03,56.98,1496.98,0.02,84599,-1.105487833,36.97624733,20230601,0
2023-08-01-15:50:50,459,0.07,-0.11,8.1,-0.03,0.05,-0.03,56.69,1496.69,-0.01,84589,-1.105487833,36.97624733,20230601,0
2023-08-01-15:50:50,460,0.06,0.09,9.49,-0.02,0.15,-0.01,56.98,1496.98,0,84595,-1.105461833,36.9762645,12504500,0
2023-08-01-15:50:50,461,-0.48,0.3,10.27,-0.02,0.25,-0.06,57.75,1497.75,-0.01,84582,-1.105461833,36.9762645,20230601,0
2023-08-01-15:50:50,462,-1.07,-0.19,10.37,-0.05,0.42,-0.06,57.75,1497.75,0,84589,-1.105461833,36.9762645,20230601,0
2023-08-01-15:50:51,463,-8.49,-0.23,11.1,-0.27,2.39,-0.2,57.75,1497.75,0,84582,-1.105461833,36.9762645,20230601,0
2023-08-01-15:50:51,464,-1.24,-0.56,14.62,0.49,0.19,0.13,57.85,1497.85,0,84580,-1.105434333,36.97628183,12504600,0
2023-08-01-15:50:51,465,-1.05,-0.29,13.77,0.1,0.12,0.08,58.14,1498.14,-0.01,84586,-1.105434333,36.97628183,20230601,0
2023-08-01-15:50:51,466,-1.5,0.27,10.47,-0.27,-1.03,-0.03,58.72,1498.72,0.01,84574,-1.105434333,36.97628183,20230601,0
2023-08-01-15:50:51,467,-1.42,0.25,10.03,-0.12,-0.66,-0.06,59.58,1499.58,0.01,84577,-1.105434333,36.97628183,20230601,0
2023-08-01-15:50:51,468,-1.43,0.13,11.11,0.03,0.03,0.03,58.33,1498.33,0,84571,-1.105434333,36.97628183,20230601,0
2023-08-01-15:50:51,469,-1.28,-0.03,10.97,-0.01,0.06,0.01,59.49,1499.49,0.02,84565,-1.105403833,36.97629967,12504700,0
2023-08-01-15:50:52,470,-0.59,0.24,11.23,-0.07,-0.11,0.01,59.87,1499.87,0,84548,-1.105403833,36.97629967,12504700,0
2023-08-01-15:50:52,471,-0.56,0.29,10.42,-0.11,-0.18,-0.01,60.36,1500.36,-0.01,84551,-1.105403833,36.97629967,20230601,0
2023-08-01-15:50:52,472,-0.28,0.15,10.96,-0.02,0.09,0.02,62.09,1502.09,0.02,84566,-1.105403833,36.97629967,20230601,0
2023-08-01-15:50:52,473,-1.44,0.06,10.8,-0.09,-0.05,-0.03,58.33,1498.33,-0.01,84569,-1.105403833,36.97629967,20230601,0
2023-08-01-15:50:53,474,-1.06,-0.06,11.18,-0.04,0.09,0,58.81,1498.81,0,84567,-1.105369333,36.9763215,12504800,0
2023-08-01-15:50:53,475,-0.11,0.46,10.7,-0.03,-0.28,0.01,60.45,1500.45,0,84575,-1.105369333,36.9763215,12504800,0
2023-08-01-15:50:53,476,-0.08,-0.08,10.68,0,-0.33,0.01,57.18,1497.18,-0.05,84579,-1.105369333,36.9763215,20230601,0
2023-08-01-15:50:53,477,-0.59,0.32,11.25,0.03,-0.2,0.05,57.75,1497.75,0,84568,-1.105369333,36.9763215,20230601,0
2023-08-01-15:50:53,478,-0.38,0.03,11.31,-0.12,-0.26,0,57.66,1497.66,0,84576,-1.105369333,36.9763215,20230601,0
2023-08-01-15:50:54,479,-0.4,0.22,10.72,-0.09,-0.28,0.01,58.52,1498.52,0.01,84583,-1.105369333,36.9763215,20230601,0
2023-08-01-15:50:54,480,-1.26,0.14,10.93,0.02,0.01,-0.02,57.75,1497.75,-0.01,84579,-1.105338167,36.976349,12504900,0
2023-08-01-15:50:54,481,-0.85,0.28,11.14,-0.03,0.07,-0.02,58.62,1498.62,0,84569,-1.105338167,36.976349,20230601,0
2023-08-01-15:50:54,482,-0.63,0.04,11.28,-0.06,0.09,-0.02,58.72,1498.72,-0.01,84571,-1.105338167,36.976349,20230601,0
2023-08-01-15:50:55,483,-0.33,0.22,11.2,-0.13,0.13,-0.04,58.81,1498.81,0.01,84573,-1.105338167,36.976349,20230601,0
2023-08-01-15:50:55,484,0.02,0.17,10.96,-0.01,-0.01,-0.02,57.85,1497.85,0,84574,-1.105338167,36.976349,20230601,0
2023-08-01-15:50:55,485,0.26,0.03,10.8,-0.04,0,-0.04,58.52,1498.52,0,84571,-1.105318667,36.9763635,12505000,0
2023-08-01-15:50:55,486,-0.06,0.52,10.81,-0.05,-0.2,-0.04,59.1,1499.1,0,84571,-1.105318667,36.9763635,12505000,0
2023-08-01-15:50:55,487,0.23,0.09,10.7,-0.05,-0.1,-0.05,59.68,1499.68,0.01,84573,-1.105318667,36.9763635,20230601,0
2023-08-01-15:50:55,488,0.19,-0.2,10.99,-0.08,-0.02,-0.04,59.49,1499.49,0,84558,-1.105318667,36.9763635,20230601,0
2023-08-01-15:50:56,489,-0.1,0.31,10.96,-0.04,-0.1,-0.04,59.01,1499.01,-0.01,84561,-1.105318667,36.9763635,20230601,0
2023-08-01-15:50:56,490,0.07,0.58,10.59,-0.07,-0.07,-0.04,59.78,1499.78,0,84564,-1.105318667,36.9763635,20230601,0
2023-08-01-15:50:56,491,0.4,0.23,10.93,-0.04,-0.11,-0.01,59.87,1499.87,0,84561,-1.105311833,36.976366,12505100,0
2023-08-01-15:50:56,492,0.17,-0.13,10.48,-0.07,-0.12,-0.01,59.49,1499.49,-0.01,84563,-1.105311833,36.976366,20230601,0
2023-08-01-15:50:57,493,0.44,0.09,10.92,-0.09,0.06,-0.02,59.87,1499.87,-0.01,84561,-1.105311833,36.976366,20230601,0
2023-08-01-15:50:57,494,0.31,0.22,10.99,-0.09,0.08,-0.03,60.07,1500.07,0,84558,-1.105311833,36.976366,20230601,0
2023-08-01-15:50:57,495,0.32,0.22,11.03,-0.01,0.08,-0.03,60.16,1500.16,0,84560,-1.105311833,36.976366,20230601,0
2023-08-01-15:50:57,496,0.55,0.04,11.32,-0.05,0.01,-0.04,60.36,1500.36,0.01,84556,-1.1053055,36.976372,12505200,0
2023-08-01-15:50:57,497,0.59,-0.04,10.94,-0.07,-0.05,-0.03,60.64,1500.64,0,84553,-1.1053055,36.976372,20230601,0
2023-08-01-15:50:58,498,0.42,0.18,11.01,-0.03,0.06,-0.03,60.26,1500.26,0,84555,-1.1053055,36.976372,20230601,0
2023-08-01-15:50:58,499,1.15,0.13,10.71,-0.03,0,-0.03,60.55,1500.55,0,84556,-1.1053055,36.976372,20230601,0
2023-08-01-15:50:58,500,0.82,-0.16,10.5,-0.02,-0.1,-0.03,60.93,1500.93,0,84555,-1.1053055,36.976372,20230601,0
2023-08-01-15:50:59,501,1.36,-0.29,10.53,-0.04,-0.01,-0.02,60.36,1500.36,0,84551,-1.105286333,36.97638467,12505300,0
2023-08-01-15:50:59,502,1.22,0.43,10.85,-0.06,0.05,-0.03,60.55,1500.55,0,84553,-1.105286333,36.97638467,20230601,0
2023-08-01-15:50:59,503,1.25,0.01,10.73,-0.02,-0.09,-0.03,59.97,1499.97,0,84555,-1.105286333,36.97638467,20230601,0
2023-08-01-15:50:59,504,0.93,-0.23,10.91,-0.04,0.08,-0.01,59.97,1499.97,0,84556,-1.105286333,36.97638467,20230601,0
2023-08-01-15:51:00,505,1.01,0.14,11.06,-0.07,0.03,-0.03,60.93,1500.93,0.01,84550,-1.105262333,36.97640117,12505400,0
2023-08-01-15:51:00,506,1.11,0.12,10.97,-0.06,0.04,-0.03,60.45,1500.45,0.01,84551,-1.105262333,36.97640117,20230601,0
2023-08-01-15:51:00,507,0.95,-0.04,10.59,-0.01,0.03,-0.04,61.42,1501.42,0,84540,-1.105262333,36.97640117,12505400,0
2023-08-01-15:51:00,508,0.73,0.01,10.61,-0.06,0.06,-0.03,60.16,1500.16,-0.01,84555,-1.105262333,36.97640117,20230601,0
2023-08-01-15:51:01,509,1.01,0.11,11.06,-0.05,0.05,-0.03,61.13,1501.13,0.01,84551,-1.105262333,36.97640117,20230601,0
2023-08-01-15:51:01,510,0.82,-0.22,10.6,-0.05,0.07,-0.01,61.71,1501.71,0.01,84548,-1.105262333,36.97640117,20230601,0
2023-08-01-15:51:01,511,1,-0.3,11.06,-0.04,0,0,60.55,1500.55,0,84557,-1.105217667,36.976432,12505500,0
2023-08-01-15:51:01,512,1.09,0.01,11.2,-0.07,0.07,-0.02,61.51,1501.51,-0.01,84538,-1.105217667,36.976432,20230601,0
2023-08-01-15:51:02,513,0.7,0.45,11.05,0,0.28,0.01,61.8,1501.8,0,84540,-1.105217667,36.976432,20230601,0
2023-08-01-15:51:02,514,1.31,-0.12,10.56,-0.12,0,-0.04,60.84,1500.84,0,84548,-1.105217667,36.976432,20230601,0
2023-08-01-15:51:02,515,1.18,0.3,10.89,-0.02,0.2,-0.05,60.26,1500.26,-0.01,84554,-1.105217667,36.976432,20230601,0
2023-08-01-15:51:02,516,1.69,0.17,10.83,-0.02,0.03,-0.07,59.3,1499.3,0,84556,-1.105165833,36.9764705,12505600,0
2023-08-01-15:51:03,517,0.63,0.44,11.11,0.06,0.17,-0.04,57.08,1497.08,-0.03,84540,-1.105165833,36.9764705,20230601,0
2023-08-01-15:51:03,518,0.1,0.06,11.52,-0.03,0.46,-0.05,55.44,1495.44,0,84600,-1.105165833,36.9764705,20230601,0
2023-08-01-15:51:03,519,0.79,0,10.92,-0.03,0.18,-0.04,55.73,1495.73,-0.01,84598,-1.105165833,36.9764705,20230601,0
2023-08-01-15:51:04,520,0.24,-0.23,11.07,0.02,0.16,-0.01,56.6,1496.6,0,84596,-1.105165833,36.9764705,20230601,0
2023-08-01-15:51:04,521,0.13,0.41,11.23,-0.04,0.1,-0.02,57.56,1497.56,0,84588,-1.105105333,36.97650633,12505700,0
2023-08-01-15:51:04,522,0.43,0.55,11.08,-0.09,0.15,-0.01,59.01,1499.01,0.01,84581,-1.105105333,36.97650633,20230601,0
2023-08-01-15:51:04,523,3.59,2.88,16.18,-0.19,0.39,0,58.72,1498.72,0,84572,-1.105105333,36.97650633,20230601,0
2023-08-01-15:51:05,524,-1.46,0.07,12.08,-0.1,-0.28,-0.05,58.81,1498.81,0,84577,-1.1050405,36.97655833,12505800,0
2023-08-01-15:51:05,525,-1.81,0.97,12.18,-0.27,-0.08,-0.09,58.81,1498.81,0.01,84557,-1.1050405,36.97655833,12505800,0
2023-08-01-15:51:05,526,-0.72,0.94,11.73,0.01,-0.75,0.01,59.2,1499.2,0.01,84572,-1.1050405,36.97655833,20230601,0
2023-08-01-15:51:06,527,-0.93,0.19,10.64,-0.1,-0.04,0.02,59.39,1499.39,0,84554,-1.1050405,36.97655833,20230601,0
2023-08-01-15:51:06,528,-0.84,0.23,10.75,-0.15,-0.09,0.01,60.36,1500.36,0.01,84555,-1.104969333,36.9766045,12505900,0
2023-08-01-15:51:06,529,-0.56,0.48,10.89,-0.01,-0.05,0.01,59.49,1499.49,-0.01,84559,-1.104969333,36.9766045,20230601,0
2023-08-01-15:51:06,530,-0.18,0.36,10.96,-0.07,-0.12,-0.03,59.1,1499.1,-0.01,84559,-1.104969333,36.9766045,20230601,0
2023-08-01-15:51:06,531,-0.77,0.27,9.88,-0.07,-0.25,-0.04,58.43,1498.43,-0.02,84564,-1.104969333,36.9766045,20230601,0
2023-08-01-15:51:07,532,-1.49,0.28,11.64,0.01,0.12,-0.02,59.1,1499.1,0,84571,-1.104897667,36.97666417,12510000,0
2023-08-01-15:51:07,533,-0.34,0.12,11.06,-0.1,-0.07,-0.03,57.85,1497.85,-0.02,84572,-1.104897667,36.97666417,12510000,0
2023-08-01-15:51:07,534,-0.68,-0.02,9.66,-0.1,-0.08,-0.03,59.39,1499.39,0,84558,-1.104897667,36.97666417,20230601,0
2023-08-01-15:51:08,535,-0.88,0.17,10.91,-0.02,-0.05,0.03,59.39,1499.39,0,84561,-1.104897667,36.97666417,20230601,0
2023-08-01-15:51:08,536,-1.16,0.37,10.78,-0.1,-0.1,0.1,59.2,1499.2,0,84573,-1.104836333,36.97671967,12510100,0
2023-08-01-15:51:08,537,-0.87,0.17,11.15,-0.04,-0.09,0.1,59.2,1499.2,0,84567,-1.104836333,36.97671967,12510100,0
2023-08-01-15:51:08,538,-0.7,0.23,11.05,-0.11,0.13,0.09,58.52,1498.52,0,84574,-1.104836333,36.97671967,20230601,0
2023-08-01-15:51:09,539,-1.19,0.29,10.74,0.02,0.18,0.02,58.52,1498.52,-0.01,84570,-1.104836333,36.97671967,20230601,0
2023-08-01-15:51:09,540,-0.96,0.14,11.03,-0.09,0.19,0.01,58.24,1498.24,0,84578,-1.104779,36.97675967,12510200,0
2023-08-01-15:51:09,541,-1.06,0.42,10.92,-0.06,0.04,0.13,58.43,1498.43,0.01,84576,-1.104779,36.97675967,20230601,0
2023-08-01-15:51:10,542,-0.98,0.38,10.68,-0.03,-0.09,0.32,57.66,1497.66,-0.02,84579,-1.104779,36.97675967,20230601,0
2023-08-01-15:51:10,543,-0.79,0.41,10.87,-0.1,-0.13,0.34,57.66,1497.66,0,84581,-1.104752333,36.976777,12510300,0
2023-08-01-15:51:10,544,-0.76,-0.02,10.78,-0.07,0.01,0.39,58.24,1498.24,0.01,84584,-1.104752333,36.976777,12510300,0
2023-08-01-15:51:10,545,-1.22,-0.19,10.52,-0.09,0,0.01,57.85,1497.85,-0.01,84579,-1.104752333,36.976777,20230601,0
2023-08-01-15:51:11,546,-1.08,0.06,10.6,-0.09,0.06,0.01,58.62,1498.62,0,84580,-1.104752333,36.976777,20230601,0
2023-08-01-15:51:11,547,-1.03,0.04,10.69,-0.03,-0.05,-0.03,58.62,1498.62,0,84573,-1.104743,36.97678067,12510400,0
2023-08-01-15:51:11,548,-1.14,-0.13,10.6,-0.02,0.04,-0.01,58.91,1498.91,0.01,84565,-1.104743,36.97678067,20230601,0
2023-08-01-15:51:12,549,-1.17,0.23,10.7,-0.07,0.07,-0.02,57.18,1497.18,0,84587,-1.104743,36.97678067,20230601,0
2023-08-01-15:51:12,550,-0.69,0.59,10.88,0.11,-0.06,-0.02,57.37,1497.37,0,84589,-1.104736333,36.97678033,12510500,0
2023-08-01-15:51:12,551,-0.4,0.07,10.92,0.12,0.05,0,57.37,1497.37,-0.01,84586,-1.104736333,36.97678033,12510500,0
2023-08-01-15:51:12,552,-0.68,-0.21,10.61,0.05,0.03,-0.01,56.79,1496.79,0,84586,-1.104736333,36.97678033,20230601,0
2023-08-01-15:51:12,553,-0.62,0.2,10.5,-0.01,-0.01,-0.01,56.89,1496.89,-0.01,84581,-1.104736333,36.97678033,20230601,0
2023-08-01-15:51:13,554,-0.74,0.17,10.78,0.02,-0.02,-0.03,58.33,1498.33,0.01,84583,-1.104736333,36.97678033,20230601,0
2023-08-01-15:51:13,555,-0.88,0.48,10.77,-0.08,0.01,-0.03,57.85,1497.85,0,84578,-1.104738333,36.976781,12510600,0
2023-08-01-15:51:13,556,-0.88,0.61,10.88,-0.06,0.04,-0.02,57.18,1497.18,0,84584,-1.104738333,36.976781,20230601,0
2023-08-01-15:51:13,557,-1.01,0.51,10.61,-0.04,0.02,-0.02,56.89,1496.89,0,84587,-1.104738333,36.976781,20230601,0
2023-08-01-15:51:14,558,-0.88,0.69,10.92,-0.07,0.02,-0.03,56.89,1496.89,0,84591,-1.104738333,36.976781,20230601,0
2023-08-01-15:51:14,559,-1.07,0.67,10.77,-0.05,-0.02,-0.02,56.21,1496.21,0,84597,-1.1047375,36.976783,12510700,0
2023-08-01-15:51:14,560,-0.89,0.45,10.87,-0.06,0.02,-0.03,56.21,1496.21,0,84601,-1.1047375,36.976783,20230601,0
2023-08-01-15:51:15,561,-0.94,0.87,10.9,-0.06,-0.03,-0.01,55.63,1495.63,-0.01,84598,-1.1047375,36.976783,20230601,0
2023-08-01-15:51:15,562,-1.22,0.68,10.51,0,-0.02,-0.01,56.6,1496.6,0.01,84603,-1.104737167,36.97678033,12510800,0
2023-08-01-15:51:15,563,-1.15,0.75,10.88,-0.01,-0.02,-0.02,55.54,1495.54,0,84592,-1.104737167,36.97678033,20230601,0
2023-08-01-15:51:15,564,-1.05,0.69,10.45,-0.03,-0.01,-0.02,55.34,1495.34,-0.02,84595,-1.104737167,36.97678033,20230601,0
2023-08-01-15:51:15,565,-0.89,0.92,10.8,-0.05,-0.02,-0.03,56.89,1496.89,0.01,84610,-1.104737833,36.97678867,12510900,0
2023-08-01-15:51:16,566,-1.04,0.81,10.7,-0.05,0.02,-0.03,57.08,1497.08,0.01,84602,-1.104737833,36.97678867,12510900,0
2023-08-01-15:51:16,567,-1,0.82,10.6,-0.06,-0.01,-0.03,56.4,1496.4,-0.02,84579,-1.104737833,36.97678867,20230601,0
2023-08-01-15:51:16,568,-0.91,1.03,10.95,-0.05,-0.03,-0.03,56.69,1496.69,-0.02,84597,-1.104737833,36.97678867,20230601,0
2023-08-01-15:51:16,569,-1.15,0.87,10.51,0.02,-0.06,-0.01,58.43,1498.43,0,84593,-1.104733667,36.9767885,12511000,0
2023-08-01-15:51:17,570,-0.67,0.89,10.69,-0.09,0.05,-0.02,58.14,1498.14,0.01,84572,-1.104733667,36.9767885,20230601,0
2023-08-01-15:51:17,571,-0.68,1.44,10.65,-0.05,0.05,-0.01,58.72,1498.72,0.01,84586,-1.104733667,36.9767885,20230601,0
2023-08-01-15:51:17,572,-0.98,0.92,10.95,-0.07,-0.07,-0.04,56.02,1496.02,-0.02,84587,-1.104732667,36.976772,12511100,0
2023-08-01-15:51:18,573,-1.47,1.06,10.39,-0.07,0.01,-0.02,58.52,1498.52,0,84605,-1.104732667,36.976772,12511100,0
2023-08-01-15:51:19,574,-1.4,1.39,10.67,0.01,-0.1,-0.04,56.02,1496.02,-0.01,84602,-1.104732667,36.976772,20230601,0
2023-08-01-15:51:20,575,-1.36,1,10.38,-0.14,-0.06,-0.02,54.77,1494.77,0.01,84606,-1.104732667,36.976772,20230601,0
2023-08-01-15:51:20,576,-1.24,1.34,10.73,-0.1,-0.16,-0.05,56.79,1496.79,0.01,84595,-1.104729333,36.976747,12511200,0
2023-08-01-15:51:20,577,-1.89,1.32,10.81,-0.1,0.02,-0.02,54.67,1494.67,-0.02,84578,-1.104729333,36.976747,12511200,0
2023-08-01-15:51:20,579,-1.06,0.97,10.11,-0.15,0.04,-0.04,54.48,1494.48,-0.04,84599,-1.104729333,36.976747,20230601,0
2023-08-01-15:51:20,578,-0.59,1.01,10.65,0.02,0,-0.02,54.96,1494.96,0,84611,-1.104729333,36.976747,20230601,0
2023-08-01-15:51:20,580,-0.38,0.9,10.03,-0.15,-0.08,-0.05,57.37,1497.37,0.03,84585,-1.104729333,36.976747,20230601,0
2023-08-01-15:51:20,581,-1.38,1.46,10.85,-0.17,-0.15,-0.05,56.98,1496.98,0,84589,-1.104719167,36.9767175,12511300,0
2023-08-01-15:51:20,582,-0.23,0.74,10.43,0.01,0.14,-0.01,58.04,1498.04,0,84585,-1.104719167,36.9767175,20230601,0
2023-08-01-15:51:20,583,-0.58,1.46,10.68,0.05,-0.12,-0.03,57.27,1497.27,-0.02,84583,-1.104719167,36.9767175,20230601,0
2023-08-01-15:51:21,584,-1,-3.34,11.74,-0.82,-0.19,-0.12,57.18,1497.18,-0.01,84581,-1.104714,36.97667567,12511400,0
2023-08-01-15:51:21,585,-2.02,-0.9,12.64,-3.01,0.21,-0.45,57.46,1497.46,0,84591,-1.104714,36.97667567,12511400,0
2023-08-01-15:51:21,586,-0.19,0.08,13,0.48,0.12,0.12,57.18,1497.18,0,84584,-1.104714,36.97667567,20230601,0
2023-08-01-15:51:21,587,-0.91,0.33,12.88,0.31,-0.17,0.06,58.52,1498.52,0,84582,-1.104714,36.97667567,20230601,0
2023-08-01-15:51:21,588,-0.82,0.57,12.04,0.13,-0.28,0.03,58.04,1498.04,0,84575,-1.104714,36.97667567,20230601,0
2023-08-01-15:51:21,589,-1.66,0.48,11.48,-0.12,-0.06,-0.04,57.46,1497.46,-0.01,84578,-1.104705833,36.976626,12511500,0
2023-08-01-15:51:22,590,-1.69,2.46,11.47,0.12,0.13,-0.01,57.75,1497.75,0,84588,-1.104705833,36.976626,20230601,0
2023-08-01-15:51:22,591,-0.8,0.01,11.09,0.55,0.09,0.05,57.46,1497.46,-0.01,84571,-1.104705833,36.976626,20230601,0
2023-08-01-15:51:22,592,-1,0.14,10.78,-0.01,0.04,-0.02,58.14,1498.14,0,84583,-1.104705833,36.976626,20230601,0
2023-08-01-15:51:23,593,-1.06,0.27,10.75,0.04,0,-0.02,60.45,1500.45,0.01,84551,-1.104695,36.9765705,12511600,0
2023-08-01-15:51:23,594,-1.08,0.06,10.71,0.08,0.03,0,59.01,1499.01,-0.01,84563,-1.104695,36.9765705,20230601,0
2023-08-01-15:51:23,595,-0.95,0.08,10.76,0.05,0.01,-0.01,62.86,1502.86,0,84551,-1.104695,36.9765705,20230601,0
2023-08-01-15:51:23,596,-0.73,0.28,10.95,0.01,-0.2,-0.03,62.67,1502.67,0,84550,-1.104695,36.9765705,20230601,0
2023-08-01-15:51:24,597,-0.71,0.19,10.94,0,-0.5,-0.01,59.87,1499.87,0,84555,-1.104683667,36.97651533,12511700,0
2023-08-01-15:51:24,598,-0.98,0.26,10.86,-0.03,-0.23,-0.01,60.55,1500.55,0.01,84559,-1.104683667,36.97651533,20230601,0
2023-08-01-15:51:24,599,-0.74,0,10.76,0,0.05,-0.03,61.03,1501.03,0.01,84548,-1.104683667,36.97651533,20230601,0
2023-08-01-15:51:25,600,-1.37,0.08,11.94,-0.04,0.08,-0.02,59.87,1499.87,-0.01,84559,-1.1046765,36.97645267,12511800,0
2023-08-01-15:51:25,601,-0.86,0.23,12.18,-0.04,0.05,-0.04,60.64,1500.64,0,84553,-1.1046765,36.97645267,12511800,0
2023-08-01-15:51:25,602,-0.56,0.04,12.53,0.03,-0.09,0,61.32,1501.32,0.01,84549,-1.1046765,36.97645267,20230601,0
2023-08-01-15:51:26,603,-0.39,-0.07,12.11,-0.05,-0.04,-0.04,61.51,1501.51,0,84539,-1.1046765,36.97645267,20230601,0
2023-08-01-15:51:26,604,-0.72,0.23,12.48,-0.04,0,-0.03,61.8,1501.8,0,84542,-1.1046765,36.97645267,20230601,0
2023-08-01-15:51:26,605,0.06,0.02,10.98,-0.07,-0.11,-0.05,62.09,1502.09,0,84535,-1.1046765,36.97645267,20230601,0
2023-08-01-15:51:26,606,0.31,0.14,10.18,-0.05,-0.32,-0.03,62.48,1502.48,0,84532,-1.104669667,36.9764085,12511900,0
2023-08-01-15:51:27,607,-0.29,-0.11,10.23,-0.02,-0.24,-0.01,62.28,1502.28,-0.01,84528,-1.104669667,36.9764085,20230601,0
2023-08-01-15:51:27,608,-0.6,-0.09,10.52,-0.06,-0.12,-0.01,62.38,1502.38,-0.01,84533,-1.104669667,36.9764085,20230601,0
2023-08-01-15:51:27,609,0.1,-0.18,10.86,-0.05,0.01,-0.03,63.54,1503.54,0,84528,-1.104669667,36.9764085,20230601,0
2023-08-01-15:51:27,610,0.5,-0.11,10.69,-0.02,-0.03,-0.03,63.63,1503.63,0,84525,-1.104666,36.97639083,12512000,0
2023-08-01-15:51:27,611,0.76,0.05,10.65,-0.05,-0.08,-0.03,63.83,1503.83,0,84519,-1.104666,36.97639083,20230601,0
2023-08-01-15:51:28,612,0.49,-0.07,10.78,-0.04,-0.02,-0.03,64.21,1504.21,0,84509,-1.104666,36.97639083,20230601,0
2023-08-01-15:51:28,613,0.69,-0.14,10.59,-0.05,-0.07,-0.02,64.5,1504.5,0,84513,-1.104664,36.97637617,12512100,0
2023-08-01-15:51:28,614,0.87,0.09,10.51,-0.04,-0.08,-0.02,64.31,1504.31,0,84521,-1.104664,36.97637617,20230601,0
2023-08-01-15:51:28,615,0.96,-0.17,10.75,-0.08,0.14,-0.03,64.89,1504.89,0,84514,-1.104664,36.97637617,20230601,0
2023-08-01-15:51:29,616,1.05,-0.19,10.67,-0.05,0.09,-0.01,65.08,1505.08,0.01,84501,-1.104649167,36.97636783,12512200,0
2023-08-01-15:51:29,617,0.99,-0.06,11.1,-0.03,0.04,-0.03,65.27,1505.27,-0.01,84500,-1.104649167,36.97636783,20230601,0
2023-08-01-15:51:29,618,1.26,-0.19,10.03,-0.02,-0.06,-0.03,65.95,1505.95,0,84503,-1.104649167,36.97636783,20230601,0
2023-08-01-15:51:29,619,0.89,-0.31,10.72,-0.04,0.08,0,66.14,1506.14,0,84498,-1.104649167,36.97636783,20230601,0
2023-08-01-15:51:30,620,1.41,-0.46,10.54,-0.06,0.04,-0.03,66.53,1506.53,0,84486,-1.1046235,36.97635967,12512300,0
2023-08-01-15:51:30,621,1.14,-0.03,10.89,-0.08,0.04,-0.02,65.76,1505.76,0,84493,-1.1046235,36.97635967,20230601,0
2023-08-01-15:51:30,622,1.4,-0.05,10.66,-0.06,0.06,-0.01,67.39,1507.39,0.01,84491,-1.1046235,36.97635967,20230601,0
