time_log,id,ax,ay,az,gx,gy,gz,AGL,altitude,velocity,pressure,latitude,longitude,time,state
2023-08-01-15:39:32,225,-0.95,0.89,11.02,-0.03,0.13,-0.01,24.66,1464.66,0.02,84929,-1.105977667,36.97589167,20230601,0
2023-08-01-15:39:32,226,-0.62,0.79,10.36,-0.1,0.03,-0.02,23.7,1463.7,0.01,84938,-1.105977667,36.97589167,20230601,0
2023-08-01-15:39:33,227,-0.76,0.79,10.66,-0.01,0.14,0,23.89,1463.89,0.02,84939,-1.105968667,36.97589683,12392800,0
2023-08-01-15:39:33,228,-0.74,0.61,10.39,-0.06,-0.06,0,24.37,1464.37,0.02,84947,-1.105968667,36.97589683,20230601,0
2023-08-01-15:39:33,229,-1.1,0.51,10.57,-0.05,-0.05,-0.02,23.12,1463.12,0,84944,-1.105968667,36.97589683,20230601,0
2023-08-01-15:39:33,230,-0.66,0.66,10.35,-0.08,0.06,-0.05,24.27,1464.27,0.01,84942,-1.105968667,36.97589683,20230601,0
2023-08-01-15:39:33,231,-0.81,0.79,10.98,-0.09,-0.01,-0.03,24.08,1464.08,89.46,84942,-1.105968667,36.97589683,20230601,0
2023-08-01-15:39:33,232,-0.94,0.68,10.4,-0.02,-0.05,-0.03,24.08,1464.08,-0.01,84945,-1.105962667,36.9759005,12392900,0
2023-08-01-15:39:34,233,-0.85,0.66,10.98,-0.02,-0.05,-0.02,23.6,1463.6,0,84926,-1.105962667,36.9759005,12392900,0
2023-08-01-15:39:34,234,-0.73,0.62,10.61,-0.08,0.04,-0.02,23.22,1463.22,-0.01,84940,-1.105962667,36.9759005,20230601,0
2023-08-01-15:39:34,235,-0.9,0.62,10.8,-0.07,-0.07,-0.03,23.12,1463.12,-0.02,84937,-1.105962667,36.9759005,20230601,0
2023-08-01-15:39:34,236,-1.05,0.64,10.37,-0.04,-0.05,-0.01,23.22,1463.22,-0.02,84933,-1.105962667,36.9759005,20230601,0
2023-08-01-15:39:34,237,-0.67,0.46,10.76,-0.03,0.05,-0.03,24.18,1464.18,0.01,84932,-1.1059565,36.97590067,12393000,0
2023-08-01-15:39:35,238,-0.83,0.84,10.46,-0.09,0.04,-0.02,23.79,1463.79,0,84929,-1.1059565,36.97590067,12393000,0
2023-08-01-15:39:35,239,-0.86,0.63,10.05,-0.05,0.05,-0.03,24.27,1464.27,0,84929,-1.1059565,36.97590067,20230601,0
2023-08-01-15:39:35,240,-0.9,0.72,11.02,-0.01,-0.06,-0.03,24.27,1464.27,0,84933,-1.1059565,36.97590067,20230601,0
2023-08-01-15:39:35,241,-0.73,0.67,10.09,-0.02,-0.05,-0.02,23.79,1463.79,-0.01,84919,-1.1059565,36.97590067,20230601,0
2023-08-01-15:39:35,242,-0.94,0.58,10.51,-0.05,0.03,-0.03,23.6,1463.6,-0.01,84930,-1.1059565,36.97590067,20230601,0
2023-08-01-15:39:35,243,-0.98,0.63,10.48,-0.03,-0.01,-0.02,23.6,1463.6,-0.02,84929,-1.105960333,36.97590217,12393100,0
2023-08-01-15:39:36,244,-1.03,0.66,10.71,-0.01,-0.03,-0.01,23.41,1463.41,-0.01,84926,-1.105960333,36.97590217,20230601,0
2023-08-01-15:39:36,245,-1.02,0.53,10.33,-0.03,-0.06,-0.01,23.22,1463.22,-0.02,84937,-1.105960333,36.97590217,20230601,0
2023-08-01-15:39:36,246,-0.85,0.48,10.76,-0.05,0.07,-0.02,23.41,1463.41,0,84933,-1.105960333,36.97590217,20230601,0
2023-08-01-15:39:36,247,-0.92,0.68,10.62,-0.06,-0.01,-0.01,24.95,1464.95,0.02,84930,-1.105960333,36.97590217,20230601,0
2023-08-01-15:39:36,248,-1.04,0.58,10.39,-0.05,-0.03,-0.02,23.7,1463.7,-0.01,84932,-1.10596,36.97589983,12393200,0
2023-08-01-15:39:36,249,-0.88,0.85,10.79,-0.06,-0.06,-0.02,23.31,1463.31,-0.01,84927,-1.10596,36.97589983,12393200,0
2023-08-01-15:39:37,250,-1.15,0.69,11.4,-0.09,0.06,-0.02,24.18,1464.18,49.98,84928,-1.10596,36.97589983,20230601,0
2023-08-01-15:39:37,251,-1.41,0.5,11.13,-0.04,0.12,-0.02,24.27,1464.27,0,84936,-1.10596,36.97589983,20230601,0
2023-08-01-15:39:37,252,-0.47,0.93,10.16,-0.01,-0.16,-0.02,24.27,1464.27,0.01,84919,-1.10596,36.97589983,20230601,0
2023-08-01-15:39:37,253,-1.28,0.64,11.38,-0.06,-0.04,-0.04,24.08,1464.08,0.24,84935,-1.10596,36.97589983,20230601,0
2023-08-01-15:39:37,254,-0.51,0.6,10.22,-0.06,0.06,-0.03,22.93,1462.93,-0.02,84930,-1.105968167,36.97589433,12393300,0
2023-08-01-15:39:37,255,-1.11,0.56,10.81,-0.02,-0.02,-0.03,24.56,1464.56,0.22,84913,-1.105968167,36.97589433,12393300,0
2023-08-01-15:39:38,256,-1.14,0.6,10.86,-0.03,-0.01,-0.03,24.47,1464.47,0,84927,-1.105968167,36.97589433,20230601,0
2023-08-01-15:39:38,257,-1.18,0.7,10.65,-0.07,0.01,-0.02,24.18,1464.18,0,84929,-1.105968167,36.97589433,20230601,0
2023-08-01-15:39:38,258,-0.8,0.66,10.52,0,0.05,-0.02,23.6,1463.6,0.01,84928,-1.105968167,36.97589433,20230601,0
2023-08-01-15:39:38,259,-0.86,0.85,10.75,0,-0.12,-0.02,24.18,1464.18,0.02,84941,-1.105968167,36.97589433,20230601,0
2023-08-01-15:39:38,260,-0.8,0.4,10.72,-0.05,0.16,-0.02,25.23,1465.23,0.01,84935,-1.1059745,36.975894,12393400,0
2023-08-01-15:39:39,261,-1.07,0.66,10.43,-0.07,-0.17,-0.03,23.6,1463.6,-0.01,84930,-1.1059745,36.975894,20230601,0
2023-08-01-15:39:39,262,-1.36,0.68,10.75,-0.04,-0.05,-0.02,23.7,1463.7,0,84942,-1.1059745,36.975894,20230601,0
2023-08-01-15:39:39,263,-0.99,0.71,10.81,-0.06,-0.13,-0.03,23.79,1463.79,0,84934,-1.1059745,36.975894,20230601,0
2023-08-01-15:39:39,264,-1.01,0.84,11.03,-0.09,0.3,-0.06,23.12,1463.12,-0.01,84933,-1.1059745,36.975894,20230601,0
2023-08-01-15:39:39,265,-0.83,0.91,10.57,-0.07,-0.03,-0.02,24.18,1464.18,0.01,84936,-1.105977333,36.9758925,12393500,0
2023-08-01-15:39:39,266,-1.26,0.49,10.58,-0.06,0.03,-0.01,23.12,1463.12,-0.01,84940,-1.105977333,36.9758925,12393500,0
2023-08-01-15:39:40,267,-0.68,0.44,10.45,-0.07,-0.11,-0.04,24.27,1464.27,0.02,84935,-1.105977333,36.9758925,20230601,0
2023-08-01-15:39:40,268,-0.89,0.86,10.93,-0.04,0.04,-0.02,23.41,1463.41,0,84945,-1.105977333,36.9758925,20230601,0
2023-08-01-15:39:40,269,-0.77,0.91,10.85,-0.06,0.05,-0.02,23.89,1463.89,87.88,84933,-1.105977333,36.9758925,20230601,0
2023-08-01-15:39:40,270,-0.92,0.77,10.43,-0.03,-0.01,-0.01,22.54,1462.54,-0.01,84943,-1.105977333,36.9758925,20230601,0
2023-08-01-15:39:40,271,-1.02,0.76,10.92,-0.04,-0.07,-0.02,24.47,1464.47,0,84938,-1.105982,36.97588767,12393600,0
2023-08-01-15:39:40,272,-0.53,0.5,10.34,-0.06,0.07,-0.03,23.79,1463.79,0.01,84936,-1.105982,36.97588767,20230601,0
2023-08-01-15:39:41,273,-1.51,0.73,10.54,-0.1,-0.1,-0.03,23.31,1463.31,0.01,84945,-1.105982,36.97588767,20230601,0
2023-08-01-15:39:41,274,-1.05,0.66,10.72,-0.05,0.08,-0.01,22.83,1462.83,0.28,84944,-1.105982,36.97588767,20230601,0
2023-08-01-15:39:41,275,-1.04,0.39,10.4,0,0.07,-0.01,24.47,1464.47,0.03,84941,-1.105982,36.97588767,20230601,0
2023-08-01-15:39:41,276,-0.76,0.75,10.65,-0.04,-0.06,-0.04,24.08,1464.08,0,84936,-1.105971667,36.975884,12393700,0
2023-08-01-15:39:41,277,-0.82,0.85,10.76,-0.04,-0.01,-0.02,23.6,1463.6,0.01,84934,-1.105971667,36.975884,12393700,0
2023-08-01-15:39:41,278,-1.16,0.8,10.83,-0.05,0.02,-0.01,23.6,1463.6,0,84935,-1.105971667,36.975884,20230601,0
2023-08-01-15:39:42,279,-0.64,0.63,10.53,-0.01,0.09,-0.01,22.74,1462.74,0,84941,-1.105971667,36.975884,20230601,0
2023-08-01-15:39:42,280,-0.83,0.87,10.85,0.02,-0.06,-0.02,23.12,1463.12,-0.01,84928,-1.105971667,36.975884,20230601,0
2023-08-01-15:39:42,281,-1.18,0.67,10.8,-0.08,0.01,-0.03,23.02,1463.02,-0.02,84929,-1.105971667,36.975884,20230601,0
2023-08-01-15:39:42,282,-1.38,0.67,10.81,-0.07,0.02,-0.03,24.47,1464.47,0.02,84942,-1.105969833,36.97588517,12393800,0
2023-08-01-15:39:42,283,-0.69,0.73,10.11,-0.06,-0.16,-0.04,22.74,1462.74,0,84944,-1.105969833,36.97588517,12393800,0
2023-08-01-15:39:43,284,-1.37,0.56,10.82,-0.04,0.13,-0.01,24.37,1464.37,0.02,84926,-1.105969833,36.97588517,20230601,0
2023-08-01-15:39:43,285,-0.85,0.58,10.34,-0.04,-0.12,-0.02,23.89,1463.89,0.05,84930,-1.105969833,36.97588517,20230601,0
2023-08-01-15:39:43,286,-1.29,0.54,10.66,-0.05,-0.1,-0.04,25.43,1465.43,0.03,84928,-1.105969833,36.97588517,20230601,0
2023-08-01-15:39:43,287,-0.73,0.7,10.52,-0.04,0.09,-0.02,23.79,1463.79,-0.01,84931,-1.105969833,36.97588517,20230601,0
2023-08-01-15:39:43,288,-0.98,0.59,10.52,0,0.15,-0.01,24.27,1464.27,0.01,84958,-1.105973833,36.975878,12393900,0
2023-08-01-15:39:44,289,-0.6,0.72,10.86,-0.07,-0.08,-0.03,25.04,1465.04,0.02,84924,-1.105973833,36.975878,20230601,0
2023-08-01-15:39:44,290,-0.93,0.7,10.87,-0.09,-0.05,-0.04,23.79,1463.79,0,84947,-1.105973833,36.975878,20230601,0
2023-08-01-15:39:44,291,-1.2,0.78,10.42,-0.03,0.09,-0.01,23.99,1463.99,0.04,84941,-1.105973833,36.975878,20230601,0
2023-08-01-15:39:44,292,-1.19,0.67,10.64,-0.07,0,-0.02,23.51,1463.51,-0.01,84942,-1.105973833,36.975878,20230601,0
2023-08-01-15:39:44,293,-0.48,0.7,10.51,-0.05,-0.06,-0.03,21.49,1461.49,0.01,84953,-1.105973833,36.975878,20230601,0
2023-08-01-15:39:44,294,-0.56,0.52,10.14,-0.04,-0.04,-0.01,24.66,1464.66,0.01,84933,-1.105975333,36.97587433,12394000,0
2023-08-01-15:39:45,295,-1.05,0.64,10.76,-0.03,0.01,-0.02,23.41,1463.41,0.01,84942,-1.105975333,36.97587433,12394000,0
2023-08-01-15:39:45,296,-0.68,0.89,10.5,-0.03,0.08,-0.02,22.54,1462.54,0,84934,-1.105975333,36.97587433,20230601,0
2023-08-01-15:39:45,297,-1.26,0.69,11.16,-0.06,-0.02,-0.02,23.41,1463.41,0,84940,-1.105975333,36.97587433,20230601,0
2023-08-01-15:39:45,298,-0.53,0.6,10.11,-0.12,0.02,-0.04,23.7,1463.7,0,84953,-1.105975333,36.97587433,20230601,0
2023-08-01-15:39:45,299,-0.7,0.76,10.61,-0.07,-0.04,-0.13,23.22,1463.22,0,84938,-1.105970667,36.97587467,12394100,0
2023-08-01-15:39:46,300,-0.44,0.74,10.63,-0.04,-0.02,-0.02,24.75,1464.75,0.02,84932,-1.105970667,36.97587467,12394100,0
2023-08-01-15:39:46,301,-1.17,0.75,10.62,0.02,-0.1,0,25.52,1465.52,48.07,84931,-1.105970667,36.97587467,20230601,0
2023-08-01-15:39:46,302,-0.85,0.79,10.45,-0.08,0.12,-0.01,24.85,1464.85,-0.01,84932,-1.105970667,36.97587467,20230601,0
2023-08-01-15:39:46,303,-0.75,0.89,10.75,-0.06,-0.02,-0.05,23.99,1463.99,0.01,84920,-1.105970667,36.97587467,20230601,0
2023-08-01-15:39:46,304,-1.8,1.06,21.07,0.01,-0.03,-0.01,25.23,1465.23,0,84926,-1.105970667,36.97587467,20230601,0
2023-08-01-15:39:46,305,-1.33,0.65,10.46,0,0.09,-0.02,23.7,1463.7,-0.02,84925,-1.105962333,36.97586867,12394200,0
2023-08-01-15:39:47,306,-1.12,0.77,10.83,-0.02,0.12,-0.02,23.79,1463.79,-0.02,84922,-1.105962333,36.97586867,12394200,0
2023-08-01-15:39:47,307,-0.94,1.07,11.33,-0.05,-0.05,-0.02,24.95,1464.95,0.01,84924,-1.105962333,36.97586867,20230601,0
2023-08-01-15:39:47,308,-0.92,0.96,11.5,-0.12,0.06,-0.02,24.37,1464.37,-0.01,84922,-1.105962333,36.97586867,20230601,0
2023-08-01-15:39:47,309,-0.45,0.9,11.16,-0.03,-0.07,-0.02,24.08,1464.08,0,84933,-1.105962333,36.97586867,20230601,0
2023-08-01-15:39:47,310,-0.68,0.83,11.15,-0.01,-0.03,-0.02,25.04,1465.04,0.01,84929,-1.105960667,36.97586883,12394300,0
2023-08-01-15:39:48,311,-1.08,0.75,11.88,-0.02,-0.02,-0.04,25.33,1465.33,0,84921,-1.105960667,36.97586883,12394300,0
2023-08-01-15:39:48,312,-1.47,0.81,11.61,-0.08,-0.08,-0.03,24.75,1464.75,-0.01,84921,-1.105960667,36.97586883,20230601,0
2023-08-01-15:39:48,313,-1.13,0.77,12.18,-0.06,0.13,-0.03,26.58,1466.58,0.01,84912,-1.105960667,36.97586883,20230601,0
2023-08-01-15:39:48,314,-0.95,0.92,11.91,0.03,-0.05,-0.01,26.67,1466.67,0,84894,-1.105960667,36.97586883,20230601,0
2023-08-01-15:39:48,315,-0.96,0.86,11.89,-0.04,0.08,0,26.96,1466.96,0,84901,-1.105960667,36.97586883,20230601,0
2023-08-01-15:39:48,316,-1.06,0.51,11.18,-0.05,-0.03,-0.03,27.92,1467.92,0.01,84900,-1.105962333,36.9758695,12394400,0
2023-08-01-15:39:49,317,-1.09,0.75,11.37,-0.14,0.02,-0.04,27.35,1467.35,-0.01,84901,-1.105962333,36.9758695,12394400,0
2023-08-01-15:39:49,318,-1.04,0.92,11.63,-0.02,-0.01,-0.05,26.58,1466.58,0,84901,-1.105962333,36.9758695,20230601,0
2023-08-01-15:39:49,319,-0.85,0.69,10.55,-0.03,0,-0.04,26.58,1466.58,-0.01,84903,-1.105962333,36.9758695,20230601,0
2023-08-01-15:39:49,320,-0.91,0.85,11.15,-0.06,0.03,-0.03,27.25,1467.25,0,84899,-1.105962333,36.9758695,20230601,0
2023-08-01-15:39:49,321,-0.83,0.71,10.42,-0.06,-0.01,-0.03,27.64,1467.64,-0.01,84897,-1.105962333,36.9758695,20230601,0
2023-08-01-15:39:49,322,-1.16,0.72,10.66,-0.02,0.01,-0.01,27.64,1467.64,0,84898,-1.1059655,36.9758715,12394500,0
2023-08-01-15:39:50,323,-1.09,0.65,10.65,-0.08,0.01,-0.02,27.73,1467.73,0.02,84894,-1.1059655,36.9758715,20230601,0
2023-08-01-15:39:50,324,-0.76,0.94,10.87,-0.05,0,-0.04,28.5,1468.5,0,84892,-1.1059655,36.9758715,20230601,0
2023-08-01-15:39:50,325,-0.76,0.62,10.63,-0.03,0.01,-0.04,28.4,1468.4,0,84881,-1.1059655,36.9758715,20230601,0
2023-08-01-15:39:50,326,-1.02,0.81,10.63,-0.06,-0.05,-0.01,29.94,1469.94,0.02,84878,-1.1059655,36.9758715,20230601,0
2023-08-01-15:39:50,327,-0.66,0.89,10.65,-0.04,-0.01,-0.03,29.85,1469.85,0,84877,-1.105966,36.97587167,12394600,0
2023-08-01-15:39:51,328,-1.15,0.53,10.66,-0.03,0,-0.03,30.9,1470.9,0.01,84865,-1.105966,36.97587167,12394600,0
2023-08-01-15:39:51,329,-0.9,0.8,11.09,-0.06,0,-0.04,30.81,1470.81,-0.01,84855,-1.105966,36.97587167,20230601,0
2023-08-01-15:39:51,330,-0.84,0.84,11.09,-0.06,0.01,-0.03,30.52,1470.52,-0.02,84851,-1.105966,36.97587167,20230601,0
2023-08-01-15:39:51,331,-0.78,0.87,10.71,-0.03,-0.04,-0.02,31.29,1471.29,0,84853,-1.105966,36.97587167,20230601,0
2023-08-01-15:39:51,332,-0.94,1.04,10.96,0,0.1,-0.01,32.15,1472.15,0.01,84852,-1.105966167,36.97587633,12394700,0
2023-08-01-15:39:51,333,-0.95,0.78,10.93,-0.01,-0.05,-0.02,32.34,1472.34,0.01,84845,-1.105966167,36.97587633,12394700,0
2023-08-01-15:39:52,334,-0.83,0.69,11.47,-0.08,0.11,-0.02,32.44,1472.44,0,84845,-1.105966167,36.97587633,20230601,0
2023-08-01-15:39:52,335,-0.46,0.97,11.11,-0.02,-0.1,-0.02,33.21,1473.21,0.07,84840,-1.105966167,36.97587633,20230601,0
2023-08-01-15:39:52,336,-1.26,0.7,10.59,0.01,0.1,0,33.02,1473.02,0,84843,-1.105966167,36.97587633,20230601,0
2023-08-01-15:39:52,337,-0.85,0.64,11.05,-0.06,0.17,-0.01,33.21,1473.21,0,84835,-1.105966167,36.97587633,20230601,0
2023-08-01-15:39:52,338,-0.43,0.79,11.06,-0.06,-0.14,-0.02,33.59,1473.59,0.01,84828,-1.1059655,36.97587633,12394800,0
2023-08-01-15:39:53,339,-1.19,0.61,10.67,-0.09,-0.07,-0.04,34.07,1474.07,0,84824,-1.1059655,36.97587633,12394800,0
2023-08-01-15:39:53,340,-0.88,0.74,10.92,-0.1,0.13,-0.03,35.04,1475.04,0.01,84813,-1.1059655,36.97587633,20230601,0
2023-08-01-15:39:53,341,-0.96,0.8,10.19,-0.05,0.04,-0.02,34.56,1474.56,-0.01,84818,-1.1059655,36.97587633,20230601,0
2023-08-01-15:39:53,342,-0.5,0.83,10.81,0.01,-0.12,-0.03,35.13,1475.13,0,84814,-1.1059655,36.97587633,20230601,0
2023-08-01-15:39:53,343,-0.99,0.74,10.49,-0.05,-0.09,-0.03,36.09,1476.09,0,84811,-1.105971333,36.9758745,12394900,0
2023-08-01-15:39:53,344,-1.22,0.72,10.42,-0.06,0.05,-0.03,36,1476,0.08,84805,-1.105971333,36.9758745,12394900,0
2023-08-01-15:39:54,345,-0.88,0.78,10.34,0.01,0.11,-0.02,35.81,1475.81,0,84808,-1.105971333,36.9758745,20230601,0
2023-08-01-15:39:54,346,-0.61,0.62,10.83,-0.06,-0.03,-0.04,36.57,1476.57,0,84803,-1.105971333,36.9758745,20230601,0
2023-08-01-15:39:54,347,-0.91,0.73,10.22,-0.11,0,-0.04,37.25,1477.25,0.01,84793,-1.105971333,36.9758745,20230601,0
2023-08-01-15:39:54,348,-1.05,0.8,10.41,-0.02,0.05,-0.03,38.21,1478.21,0.02,84789,-1.105971333,36.9758745,20230601,0
2023-08-01-15:39:54,349,-0.89,0.7,10.44,-0.02,0.06,-0.02,38.5,1478.5,0,84782,-1.105967167,36.97587233,12395000,0
2023-08-01-15:39:55,350,-0.94,0.71,10.63,-0.05,0.02,-0.02,38.98,1478.98,0.01,84773,-1.105967167,36.97587233,12395000,0
2023-08-01-15:39:55,351,-0.85,0.86,10.61,0,0,-0.01,38.79,1478.79,0,84774,-1.105967167,36.97587233,20230601,0
2023-08-01-15:39:55,352,-0.86,0.62,10.77,-0.03,-0.03,-0.04,39.36,1479.36,0.49,84777,-1.105967167,36.97587233,20230601,0
2023-08-01-15:39:55,353,-1.04,0.56,10.37,-0.14,0.03,-0.03,39.84,1479.84,0.01,84766,-1.105967167,36.97587233,20230601,0
2023-08-01-15:39:55,354,-0.78,0.93,10.78,-0.04,0.02,-0.02,40.71,1480.71,0.01,84760,-1.105967167,36.97587233,20230601,0
2023-08-01-15:39:55,355,-0.81,0.96,10.84,-0.01,0.07,-0.01,40.81,1480.81,0,84757,-1.1059695,36.97586967,12395100,0
2023-08-01-15:39:56,356,-0.93,0.79,10.95,0.01,0.04,-0.01,41.48,1481.48,0.01,84756,-1.1059695,36.97586967,20230601,0
2023-08-01-15:39:56,357,-0.73,0.92,11.14,-0.06,0.01,-0.01,41.58,1481.58,0,84749,-1.1059695,36.97586967,20230601,0
2023-08-01-15:39:56,358,-0.77,0.93,10.99,-0.09,-0.03,-0.01,42.54,1482.54,51.16,84746,-1.1059695,36.97586967,20230601,0
2023-08-01-15:39:56,359,-1.09,0.61,10.99,-0.04,-0.03,-0.02,42.54,1482.54,-0.01,84738,-1.1059695,36.97586967,20230601,0
2023-08-01-15:39:56,360,-0.88,0.79,10.69,-0.03,0.03,-0.03,43.4,1483.4,0.01,84727,-1.105974167,36.975866,12395200,0
2023-08-01-15:39:57,361,-0.9,0.53,10.67,-0.08,0,-0.04,43.89,1483.89,0.01,84728,-1.105974167,36.975866,12395200,0
2023-08-01-15:39:57,362,-1.02,0.84,10.45,-0.08,-0.07,-0.04,43.69,1483.69,0,84726,-1.105974167,36.975866,20230601,0
2023-08-01-15:39:57,363,-0.66,0.75,10.99,-0.04,-0.03,-0.03,44.46,1484.46,0.52,84719,-1.105974167,36.975866,20230601,0
2023-08-01-15:39:57,364,-0.87,0.96,10.59,-0.03,0.02,-0.04,44.37,1484.37,0,84718,-1.105974167,36.975866,20230601,0
2023-08-01-15:39:57,365,-0.86,0.76,10.85,-0.03,0.11,-0.02,44.46,1484.46,-0.01,84717,-1.105974167,36.975866,20230601,0
2023-08-01-15:39:58,366,-0.79,0.68,10.11,-0.04,0.06,-0.03,45.52,1485.52,0,84711,-1.105970167,36.97586133,12395300,0
2023-08-01-15:39:58,367,-0.74,0.87,10.19,-0.07,0.02,-0.03,45.91,1485.91,0,84704,-1.105970167,36.97586133,12395300,0
2023-08-01-15:39:58,368,-0.61,0.91,10.11,-0.1,0.02,-0.04,46.39,1486.39,0.01,84706,-1.105970167,36.97586133,20230601,0
2023-08-01-15:39:58,369,-0.73,0.82,10.43,0,0.01,-0.02,46.68,1486.68,0.21,84696,-1.105970167,36.97586133,20230601,0
2023-08-01-15:39:58,370,-0.85,0.84,10.23,0.03,0,0,47.83,1487.83,86.7,84689,-1.105970167,36.97586133,20230601,0
2023-08-01-15:39:58,371,-0.91,0.56,10.53,-0.05,0.02,-0.02,47.93,1487.93,0,84685,-1.105970167,36.97586133,20230601,0
2023-08-01-15:39:59,372,-1.2,0.86,10.77,-0.11,-0.01,-0.03,48.89,1488.89,0.01,84678,-1.1059635,36.97585833,12395400,0
2023-08-01-15:39:59,373,-0.61,1.09,11.37,-0.06,0.01,-0.04,49.66,1489.66,0.01,84671,-1.1059635,36.97585833,20230601,0
2023-08-01-15:39:59,374,-1.96,2.13,22.73,0.01,0,0,48.8,1488.8,0,84677,-1.1059635,36.97585833,20230601,0
2023-08-01-15:39:59,375,-1.11,0.96,10.83,0.03,0.1,0.01,50.05,1490.05,0,84673,-1.1059635,36.97585833,20230601,0
2023-08-01-15:39:59,376,-0.68,0.54,10.97,-0.01,-0.02,-0.02,50.62,1490.62,0.25,84667,-1.1059635,36.97585833,20230601,0
2023-08-01-15:39:59,377,-0.91,0.93,11.37,-0.14,-0.02,-0.05,50.82,1490.82,0,84654,-1.105957833,36.97585367,12395500,0
2023-08-01-15:40:00,378,-0.69,1.07,11.19,0,-0.05,-0.02,51.3,1491.3,0,84647,-1.105957833,36.97585367,20230601,0
2023-08-01-15:40:00,379,-0.87,0.9,10.7,0.03,-0.06,0,52.36,1492.36,0.01,84648,-1.105957833,36.97585367,20230601,0
2023-08-01-15:40:00,380,-0.82,0.97,11.03,-0.04,0,-0.02,52.65,1492.65,0,84638,-1.105957833,36.97585367,20230601,0
2023-08-01-15:40:00,381,-0.69,0.85,10.75,-0.03,0.06,-0.02,52.65,1492.65,0.01,84635,-1.105957833,36.97585367,20230601,0
2023-08-01-15:40:00,382,-0.65,0.74,11.03,-0.07,0.01,-0.04,53.22,1493.22,0,84631,-1.105957667,36.97585183,12395600,0
2023-08-01-15:40:00,383,-0.67,0.9,10.82,-0.1,-0.01,-0.02,53.42,1493.42,0,84624,-1.105957667,36.97585183,12395600,0
2023-08-01-15:40:01,384,-0.59,0.84,11,-0.07,-0.01,-0.03,53.61,1493.61,0,84620,-1.105957667,36.97585183,20230601,0
2023-08-01-15:40:01,385,-1,0.92,10.64,-0.03,0.05,-0.03,53.61,1493.61,-0.01,84620,-1.105957667,36.97585183,20230601,0
2023-08-01-15:40:01,386,-0.89,0.67,10.75,-0.01,-0.01,-0.01,54.09,1494.09,-0.01,84610,-1.105957667,36.97585183,20230601,0
2023-08-01-15:40:01,387,-0.85,0.73,10.75,-0.05,0.04,-0.01,55.44,1495.44,0,84610,-1.105957667,36.97585183,20230601,0
2023-08-01-15:40:01,388,-0.47,0.85,10.88,-0.08,-0.03,-0.01,56.31,1496.31,92.08,84605,-1.105955333,36.97584983,12395700,0
2023-08-01-15:40:02,389,-1.03,0.85,10.65,-0.02,-0.03,0,55.63,1495.63,0,84600,-1.105955333,36.97584983,20230601,0
2023-08-01-15:40:02,390,-1.04,0.73,10.38,0.01,0.01,-0.01,56.69,1496.69,-0.01,84596,-1.105955333,36.97584983,20230601,0
2023-08-01-15:40:02,391,-0.6,0.87,10.66,0.02,0.05,-0.03,57.75,1497.75,0.29,84591,-1.105955333,36.97584983,20230601,0
2023-08-01-15:40:02,392,-0.69,0.92,11.09,0,0.04,-0.02,57.66,1497.66,0,84586,-1.105955333,36.97584983,20230601,0
2023-08-01-15:40:02,393,-0.57,0.67,10.78,-0.11,0.02,-0.02,58.14,1498.14,0,84579,-1.105961667,36.97585267,12395800,0
2023-08-01-15:40:03,394,-0.8,0.75,10.84,-0.15,-0.01,-0.03,58.72,1498.72,0,84574,-1.105961667,36.97585267,12395800,0
2023-08-01-15:40:03,395,-0.69,0.88,10.56,-0.05,0,-0.01,59.2,1499.2,0,84569,-1.105961667,36.97585267,20230601,0
2023-08-01-15:40:03,396,-0.85,0.86,10.59,-0.01,-0.02,-0.01,59.78,1499.78,-0.01,84559,-1.105961667,36.97585267,20230601,0
2023-08-01-15:40:03,397,-0.89,0.71,10.73,-0.1,-0.02,-0.04,60.74,1500.74,0,84554,-1.105961667,36.97585267,20230601,0
2023-08-01-15:40:03,398,-0.8,0.93,10.76,-0.08,0.06,-0.04,61.32,1501.32,0.01,84543,-1.105963167,36.9758535,12395900,0
2023-08-01-15:40:03,399,-0.61,0.83,10.45,0,0.03,-0.01,62.28,1502.28,0,84541,-1.105963167,36.9758535,12395900,0
2023-08-01-15:40:04,400,-0.7,0.94,11.15,-0.01,0.03,-0.03,62.67,1502.67,0.01,84532,-1.105963167,36.9758535,20230601,0
2023-08-01-15:40:04,401,-0.69,0.89,10.51,0.02,0.02,0,62.96,1502.96,0,84529,-1.105963167,36.9758535,20230601,0
2023-08-01-15:40:04,402,-0.71,0.67,10.93,-0.26,-0.03,-0.11,63.34,1503.34,0.33,84519,-1.105963167,36.9758535,20230601,0
2023-08-01-15:40:04,403,-0.59,1.14,11.01,-0.04,0.04,-0.02,63.34,1503.34,0,84527,-1.105963167,36.9758535,20230601,0
2023-08-01-15:40:04,404,-0.57,0.88,10.97,-0.04,0.04,-0.03,63.05,1503.05,0.01,84526,-1.105959167,36.97585,12400000,0
2023-08-01-15:40:04,405,-0.55,1.04,11.18,-0.01,-0.01,-0.03,64.02,1504.02,0.01,84523,-1.105959167,36.97585,12400000,0
2023-08-01-15:40:05,406,-0.87,0.68,11.01,-0.04,0.02,-0.04,63.92,1503.92,0,84522,-1.105959167,36.97585,20230601,0
2023-08-01-15:40:05,407,-0.55,0.95,11,-0.09,-0.04,-0.04,64.5,1504.5,0.01,84517,-1.105959167,36.97585,20230601,0
